00.00_crop_0_noise_reduce.jpg  2424  131646
00.00_crop_1_noise_reduce.jpg  2631  117507
00.00_crop_2_noise_reduce.jpg  2829  224142
00.00_crop_3_noise_reduce.jpg  4620  267387
00.00_crop_4_noise_reduce.jpg  3192  175092
00.00_crop_5_noise_reduce.jpg  2136  95043
00.01_crop_0_noise_reduce.jpg  2586  132060
00.01_crop_1_noise_reduce.jpg  2655  117621
00.01_crop_2_noise_reduce.jpg  2826  224253
00.01_crop_3_noise_reduce.jpg  4713  267324
00.01_crop_4_noise_reduce.jpg  3111  174750
00.01_crop_5_noise_reduce.jpg  2196  94911
00.02_crop_0_noise_reduce.jpg  729  141684
00.02_crop_1_noise_reduce.jpg  2397  117726
00.02_crop_2_noise_reduce.jpg  1068  233442
00.02_crop_3_noise_reduce.jpg  3663  272193
00.02_crop_4_noise_reduce.jpg  2697  176049
00.02_crop_5_noise_reduce.jpg  1071  99249
00.03_crop_0_noise_reduce.jpg  3144  128913
00.03_crop_1_noise_reduce.jpg  2760  116331
00.03_crop_2_noise_reduce.jpg  3396  221901
00.03_crop_3_noise_reduce.jpg  5034  266481
00.03_crop_4_noise_reduce.jpg  3576  172716
00.03_crop_5_noise_reduce.jpg  2331  93738
00.04_crop_0_noise_reduce.jpg  0  146280
00.04_crop_1_noise_reduce.jpg  0  130113
00.04_crop_2_noise_reduce.jpg  0  240255
00.04_crop_3_noise_reduce.jpg  0  292521
00.04_crop_4_noise_reduce.jpg  0  190638
00.04_crop_5_noise_reduce.jpg  0  105840
00.05_crop_0_noise_reduce.jpg  669  141483
00.05_crop_1_noise_reduce.jpg  2388  117852
00.05_crop_2_noise_reduce.jpg  1092  233292
00.05_crop_3_noise_reduce.jpg  3699  272118
00.05_crop_4_noise_reduce.jpg  2733  176202
00.05_crop_5_noise_reduce.jpg  951  99471
00.06_crop_0_noise_reduce.jpg  3054  129015
00.06_crop_1_noise_reduce.jpg  2802  115971
00.06_crop_2_noise_reduce.jpg  3441  221817
00.06_crop_3_noise_reduce.jpg  5235  266679
00.06_crop_4_noise_reduce.jpg  3540  172671
00.06_crop_5_noise_reduce.jpg  2433  93570
00.07_crop_0_noise_reduce.jpg  3066  129183
00.07_crop_1_noise_reduce.jpg  2790  116253
00.07_crop_2_noise_reduce.jpg  3459  221904
00.07_crop_3_noise_reduce.jpg  5142  266697
00.07_crop_4_noise_reduce.jpg  3615  172428
00.07_crop_5_noise_reduce.jpg  2403  93549
00.08_crop_0_noise_reduce.jpg  2691  131307
