00.08_crop_1_noise_reduce.jpg  2745  116550
00.08_crop_2_noise_reduce.jpg  2889  223938
00.08_crop_3_noise_reduce.jpg  4740  267606
00.08_crop_4_noise_reduce.jpg  3315  173700
00.08_crop_5_noise_reduce.jpg  2022  94125
00.09_crop_0_noise_reduce.jpg  1080  138834
00.09_crop_1_noise_reduce.jpg  1908  118257
00.09_crop_2_noise_reduce.jpg  1518  230403
00.09_crop_3_noise_reduce.jpg  3768  270705
00.09_crop_4_noise_reduce.jpg  2559  176166
00.09_crop_5_noise_reduce.jpg  885  99705
00.10_crop_0_noise_reduce.jpg  234  144558
00.10_crop_1_noise_reduce.jpg  1959  119493
00.10_crop_2_noise_reduce.jpg  597  236202
00.10_crop_3_noise_reduce.jpg  3210  273921
00.10_crop_4_noise_reduce.jpg  2193  177879
00.10_crop_5_noise_reduce.jpg  636  101769
00.11_crop_0_noise_reduce.jpg  594  142359
00.11_crop_1_noise_reduce.jpg  1572  120609
00.11_crop_2_noise_reduce.jpg  840  234960
00.11_crop_3_noise_reduce.jpg  3030  274230
00.11_crop_4_noise_reduce.jpg  1923  179295
00.11_crop_5_noise_reduce.jpg  618  101610
00.12_crop_0_noise_reduce.jpg  2613  131082
00.12_crop_1_noise_reduce.jpg  2727  116052
00.12_crop_2_noise_reduce.jpg  2877  224175
00.12_crop_3_noise_reduce.jpg  4893  267603
00.12_crop_4_noise_reduce.jpg  3330  173865
00.12_crop_5_noise_reduce.jpg  2100  94098
00.13_crop_0_noise_reduce.jpg  2655  130737
00.13_crop_1_noise_reduce.jpg  2649  116430
00.13_crop_2_noise_reduce.jpg  3003  224025
00.13_crop_3_noise_reduce.jpg  4731  267597
00.13_crop_4_noise_reduce.jpg  3399  173853
00.13_crop_5_noise_reduce.jpg  1929  93975
00.14_crop_0_noise_reduce.jpg  0  146280
00.14_crop_1_noise_reduce.jpg  858  124119
00.14_crop_2_noise_reduce.jpg  0  240255
00.14_crop_3_noise_reduce.jpg  2076  278766
00.14_crop_4_noise_reduce.jpg  990  183381
00.14_crop_5_noise_reduce.jpg  93  105309
00.15_crop_0_noise_reduce.jpg  1152  138873
00.15_crop_1_noise_reduce.jpg  2001  118170
00.15_crop_2_noise_reduce.jpg  1575  229755
00.15_crop_3_noise_reduce.jpg  3789  271137
00.15_crop_4_noise_reduce.jpg  2508  176403
00.15_crop_5_noise_reduce.jpg  849  100233
01.00_crop_0_noise_reduce.jpg  2367  110685
01.00_crop_1_noise_reduce.jpg  633  17163
01.00_crop_2_noise_reduce.jpg  2067  114933
01.01_crop_0_noise_reduce.jpg  2385  110421
01.01_crop_1_noise_reduce.jpg  633  17277
01.01_crop_2_noise_reduce.jpg  2163  114810
01.02_crop_0_noise_reduce.jpg  1206  116853
01.02_crop_1_noise_reduce.jpg  288  19248
01.02_crop_2_noise_reduce.jpg  321  123216
01.03_crop_0_noise_reduce.jpg  2646  109080
01.03_crop_1_noise_reduce.jpg  957  16638
01.03_crop_2_noise_reduce.jpg  2757  111150
01.04_crop_0_noise_reduce.jpg  0  124356
01.04_crop_1_noise_reduce.jpg  0  20880
01.04_crop_2_noise_reduce.jpg  0  125442
01.05_crop_0_noise_reduce.jpg  1152  117324
01.05_crop_1_noise_reduce.jpg  369  18630
01.05_crop_2_noise_reduce.jpg  315  123510
01.06_crop_0_noise_reduce.jpg  2655  108945
01.06_crop_1_noise_reduce.jpg  942  16398
01.06_crop_2_noise_reduce.jpg  2832  111156
01.07_crop_0_noise_reduce.jpg  2622  108879
01.07_crop_1_noise_reduce.jpg  951  16503
01.07_crop_2_noise_reduce.jpg  2802  111033
01.08_crop_0_noise_reduce.jpg  2388  110121
01.08_crop_1_noise_reduce.jpg  672  17067
01.08_crop_2_noise_reduce.jpg  2301  112788
01.09_crop_0_noise_reduce.jpg  1173  116418
01.09_crop_1_noise_reduce.jpg  330  18708
01.09_crop_2_noise_reduce.jpg  537  122085
01.10_crop_0_noise_reduce.jpg  810  118947
01.10_crop_1_noise_reduce.jpg  216  19392
01.10_crop_2_noise_reduce.jpg  126  124680
01.11_crop_0_noise_reduce.jpg  1092  117099
01.11_crop_1_noise_reduce.jpg  273  18780
01.11_crop_2_noise_reduce.jpg  393  122763
01.12_crop_0_noise_reduce.jpg  2382  109980
01.12_crop_1_noise_reduce.jpg  705  16977
01.12_crop_2_noise_reduce.jpg  2277  112602
01.13_crop_0_noise_reduce.jpg  2331  110004
01.13_crop_1_noise_reduce.jpg  690  17028
01.13_crop_2_noise_reduce.jpg  2328  112767
01.14_crop_0_noise_reduce.jpg  393  121665
01.14_crop_1_noise_reduce.jpg  111  20103
01.14_crop_2_noise_reduce.jpg  0  125442
01.15_crop_0_noise_reduce.jpg  1269  115989
01.15_crop_1_noise_reduce.jpg  306  18672
01.15_crop_2_noise_reduce.jpg  519  121845
05.00_crop_0_noise_reduce.jpg  1701  36375
05.01_crop_0_noise_reduce.jpg  1689  36330
05.02_crop_0_noise_reduce.jpg  1545  36834
05.03_crop_0_noise_reduce.jpg  1920  35439
05.04_crop_0_noise_reduce.jpg  0  43434
05.05_crop_0_noise_reduce.jpg  1488  37356
05.06_crop_0_noise_reduce.jpg  1944  35115
05.07_crop_0_noise_reduce.jpg  1998  35292
05.08_crop_0_noise_reduce.jpg  1827  35253
05.09_crop_0_noise_reduce.jpg  1266  37533
05.10_crop_0_noise_reduce.jpg  1416  37188
05.11_crop_0_noise_reduce.jpg  516  40620
05.12_crop_0_noise_reduce.jpg  1908  34977
05.13_crop_0_noise_reduce.jpg  1833  35124
05.14_crop_0_noise_reduce.jpg  450  40758
05.15_crop_0_noise_reduce.jpg  1338  37269
07.00_crop_0_noise_reduce.jpg  762  21993
07.00_crop_1_noise_reduce.jpg  1773  108375
07.01_crop_0_noise_reduce.jpg  669  22233
07.01_crop_1_noise_reduce.jpg  1647  108543
07.02_crop_0_noise_reduce.jpg  159  24954
07.02_crop_1_noise_reduce.jpg  555  113574
07.03_crop_0_noise_reduce.jpg  846  21072
07.03_crop_1_noise_reduce.jpg  2298  106503
07.04_crop_0_noise_reduce.jpg  93  24801
07.04_crop_1_noise_reduce.jpg  0  117810
07.05_crop_0_noise_reduce.jpg  162  24789
07.05_crop_1_noise_reduce.jpg  582  113367
07.06_crop_0_noise_reduce.jpg  915  21093
07.06_crop_1_noise_reduce.jpg  2223  106521
07.07_crop_0_noise_reduce.jpg  882  21153
07.07_crop_1_noise_reduce.jpg  2325  106713
07.08_crop_0_noise_reduce.jpg  771  21453
07.08_crop_1_noise_reduce.jpg  1656  108384
07.09_crop_0_noise_reduce.jpg  378  23754
07.09_crop_1_noise_reduce.jpg  645  113454
07.10_crop_0_noise_reduce.jpg  270  23904
07.10_crop_1_noise_reduce.jpg  606  113733
07.11_crop_0_noise_reduce.jpg  267  24075
07.11_crop_1_noise_reduce.jpg  273  115743
07.12_crop_0_noise_reduce.jpg  735  21714
07.12_crop_1_noise_reduce.jpg  1779  108519
07.13_crop_0_noise_reduce.jpg  753  21543
07.13_crop_1_noise_reduce.jpg  1734  108456
07.14_crop_0_noise_reduce.jpg  192  24558
07.14_crop_1_noise_reduce.jpg  273  115626
07.15_crop_0_noise_reduce.jpg  372  23763
07.15_crop_1_noise_reduce.jpg  699  113076
09.00_crop_0_noise_reduce.jpg  4716  1881051
09.01_crop_0_noise_reduce.jpg  4356  1882131
09.02_crop_0_noise_reduce.jpg  0  1908000
09.03_crop_0_noise_reduce.jpg  16896  1819104
09.04_crop_0_noise_reduce.jpg  0  1908000
09.05_crop_0_noise_reduce.jpg  0  1908000
09.06_crop_0_noise_reduce.jpg  17022  1817784
09.07_crop_0_noise_reduce.jpg  17835  1812237
09.08_crop_0_noise_reduce.jpg  6039  1871070
09.09_crop_0_noise_reduce.jpg  1872  1895307
09.10_crop_0_noise_reduce.jpg  0  1908000
09.11_crop_0_noise_reduce.jpg  0  1908000
09.12_crop_0_noise_reduce.jpg  6039  1871103
09.13_crop_0_noise_reduce.jpg  6294  1868616
09.14_crop_0_noise_reduce.jpg  0  1908000
09.15_crop_0_noise_reduce.jpg  1764  1896228
